location_stand,banking,bike_stands,available_bike_stands,available_bikes,status,date,time ,longitude,latitude,workingday,weather,Season,temp,humidity,windspeed
"Johnstone place, outside pharmacy",FALSE,20,0,20,OPEN,09-09-2021,18:32:00,-6.263511926,53.34102076,2,1,,28.7,48,0
"Camden street upper, outside damascus gate restaurant ",FALSE,20,0,20,OPEN,09-09-2021,18:32:00,-6.265024692,53.33286797,2,1,,29.52,42,7.0015
"Trinity street, outside jack jones shop",FALSE,30,24,6,OPEN,09-09-2021,18:32:00,-6.262032688,53.34383996,2,1,,29.52,42,8.9981
"End of Liffey street lower, outside the grand social",FALSE,22,11,11,OPEN,09-09-2021,18:32:00,-6.263313442,53.34680228,2,1,,29.52,42,11.0014
End of Patricia street outside spar,FALSE,38,17,21,OPEN,09-09-2021,18:32:00,-6.272449046,53.33910542,2,1,,29.52,42,11.0014
"Start of westborough street, beside the butchers bar",TRUE,40,36,4,OPEN,09-09-2021,18:32:00,-6.269899607,53.34332353,2,1,,28.7,45,11.0014
Heuston Luas stop,FALSE,27,26,1,OPEN,09-09-2021,18:32:00,-6.29202649,53.34690716,2,1,,27.06,50,12.998
James street outside McCanns pub,FALSE,40,37,3,OPEN,09-09-2021,18:32:00,-6.288935244,53.34351569,2,1,,27.06,47,8.9981
Thomas street outside Massey bros funeral home,FALSE,30,29,1,OPEN,10-09-2021,18:32:00,-6.280841678,53.34319623,2,1,,25.42,53,7.0015
"Essex street east, outside costa cafe.",FALSE,40,11,29,OPEN,10-09-2021,18:32:00,-6.265047491,53.34538679,2,1,,24.6,64,19.0012
"Eustace street, outside the orseman pub",TRUE,30,23,7,OPEN,10-09-2021,18:32:00,-6.264875829,53.34536358,2,1,,24.6,69,16.9979
"Cecilia street, outside temple lane recording studios",FALSE,20,19,1,OPEN,10-09-2021,18:32:00,-6.263965219,53.3450073,2,0,,23.78,68,0
"Cecilia street, outside luigi malones restaurant",TRUE,40,9,31,OPEN,10-09-2021,18:32:00,-6.263536066,53.3450113,2,0,,22.96,73,6.0032
"Fleet Street, across from thunder road cafe",FALSE,40,30,10,OPEN,10-09-2021,18:32:00,-6.261535138,53.34571905,2,0,,22.14,77,7.0015
Infirmary road,FALSE,36,34,2,OPEN,10-09-2021,18:32:00,-6.295009106,53.34846509,2,0,,22.14,77,7.0015
Middle abbey street outside arnotts.,TRUE,40,38,2,OPEN,10-09-2021,18:32:00,-6.262722015,53.34809683,2,0,,21.32,83,6.0032
Upper abbey street near the Jervia Luas stop.,FALSE,40,0,40,OPEN,10-09-2021,18:32:00,-6.264595538,53.34786626,2,0,,21.32,83,11.0014
Talbot street across the road from Paddy Power,FALSE,20,0,19,OPEN,10-09-2021,18:32:00,-6.252361983,53.35108127,2,0,,21.32,83,11.0014
Top of Forbes street,FALSE,40,31,9,OPEN,10-09-2021,18:32:00,-6.238356829,53.34462059,2,0,,20.5,88,8.9981
All along blood stone road,FALSE,40,40,0,OPEN,10-09-2021,18:32:00,-6.236162782,53.3446302,2,0,,20.5,94,12.998
North Circular road outside Matter hospital. ,FALSE,20,16,4,OPEN,10-09-2021,18:32:00,-6.266330928,53.3602014,2,0,,21.32,83,8.9981
Parnell street outside Jervis medical centre,FALSE,30,20,10,OPEN,10-09-2021,18:32:00,-6.267299205,53.35003097,2,0,,21.32,88,12.998
"Wood quay, outside DCC",FALSE,40,37,3,OPEN,10-09-2021,18:32:00,-6.270107478,53.34501931,2,0,,20.5,94,12.998
Start of marborough street outside the abbey theatre,TRUE,20,17,3,OPEN,10-09-2021,18:32:00,-6.257431358,53.34837783,2,0,,21.32,94,15.0013
Ormond square,TRUE,40,33,7,OPEN,10-09-2021,18:32:00,-6.271288991,53.34610495,2,0,,21.32,94,16.9979
"Drury street, outside George's st. arcade",TRUE,40,37,3,OPEN,10-09-2021,18:32:00,-6.263249069,53.34238835,2,0,,21.32,88,23.9994
Sponsor Dock Luas station,TRUE,20,9,11,OPEN,10-09-2021,18:32:00,-6.237128377,53.34872687,2,0,,20.5,94,27.9993
Outside criminal courts of justice,TRUE,40,39,1,OPEN,10-09-2021,18:32:00,-6.296098083,53.34829617,2,0,,20.5,94,19.9995
"Houston station,",FALSE,16,16,0,OPEN,10-09-2021,18:32:00,-6.297288984,53.3466958,2,0,,20.5,88,15.0013
Eden quay,TRUE,38,9,29,OPEN,10-09-2021,18:32:00,-6.257094741,53.34794472,2,0,,18.86,94,15.0013
"Chatham road, outside DIT music and drama",FALSE,30,0,0,CLOSED,10-09-2021,18:32:00,-6.262814552,53.34105679,2,0,,18.86,94,8.9981
Parnell street outside cycleways. ,TRUE,16,4,12,OPEN,10-09-2021,18:32:00,-6.265170872,53.35093077,2,0,,18.04,100,12.998
Bottom of grafton streer,FALSE,25,10,15,OPEN,11-09-2021,18:32:00,-6.259318292,53.34330432,2,0,,18.04,100,12.998
Baggot street lower outside tailored finance.,FALSE,20,2,18,OPEN,11-09-2021,18:32:00,-6.247524619,53.3359728,2,0,,18.04,100,16.9979
"Essex street, outside the porterhouse pub",TRUE,40,9,31,OPEN,11-09-2021,18:32:00,-6.267343462,53.34503372,2,0,,18.04,94,19.0012
"Wexford street, in front of whelans off licence",FALSE,29,25,4,OPEN,11-09-2021,18:32:00,-6.265596002,53.33655017,2,0,,18.04,94,19.0012
Capel street outside codys of Capel Street.,TRUE,35,19,16,OPEN,11-09-2021,18:32:00,-6.26895681,53.34913196,2,0,,17.22,100,16.9979
Parnell street across the road from Euro Giant shop,TRUE,40,37,3,OPEN,11-09-2021,18:32:00,-6.266548187,53.35023351,2,0,,17.22,100,19.9995
Marlborough Street outside Spar shop,TRUE,23,9,14,OPEN,11-09-2021,18:32:00,-6.258189082,53.35024071,2,0,,17.22,94,19.9995
Amiens Street at Luas station,FALSE,30,18,12,OPEN,11-09-2021,18:32:00,-6.249909103,53.35103243,2,0,,17.22,94,22.0028
"Camden street, outside penny farthing cycles",TRUE,40,40,0,OPEN,11-09-2021,18:32:00,-6.265365332,53.33578381,2,0,,16.4,100,16.9979
"Camden street lower, outside tommy Moore jewellers",FALSE,23,21,2,OPEN,11-09-2021,18:32:00,-6.265102476,53.33561404,2,0,,16.4,100,16.9979
Cavendish road outside the Ambassador theatre.,FALSE,40,35,5,OPEN,11-09-2021,18:32:00,-6.261722893,53.35282476,2,0,,16.4,94,22.0028
Beresford Place Infront of Busaras.,FALSE,20,20,0,OPEN,11-09-2021,18:32:00,-6.252375394,53.34952263,2,0,,16.4,94,22.0028
"Burgh quay, outside Jaffa deli",FALSE,20,7,12,OPEN,11-09-2021,18:32:00,-6.257043779,53.34728023,2,0,,16.4,94,16.9979
"Hawkins street, outside PCI college",TRUE,21,4,17,OPEN,11-09-2021,18:32:00,-6.257368326,53.34717936,2,0,,16.4,87,22.0028
"Westmoreland street, outside fexco",TRUE,29,11,18,OPEN,11-09-2021,18:32:00,-6.259280741,53.34530433,2,0,,16.4,94,16.9979
"College green, outside dubarry of Ireland shop",FALSE,40,40,0,OPEN,11-09-2021,18:32:00,-6.25984937,53.34428192,2,0,,16.4,94,15.0013
Mabbot lane,FALSE,30,24,6,OPEN,11-09-2021,18:32:00,-6.254621744,53.35223079,2,0,,17.22,88,11.0014
,TRUE,20,15,5,OPEN,11-09-2021,18:32:00,-6.263420731,53.33592875,2,0,,18.04,88,11.0014
,FALSE,40,24,16,OPEN,11-09-2021,18:32:00,-6.265754253,53.33960508,2,0,,18.04,88,12.998
,FALSE,40,9,31,OPEN,11-09-2021,18:32:00,-6.261592805,53.34363419,2,0,,19.68,77,0
Parnell Street outside Centra,FALSE,30,18,11,OPEN,11-09-2021,18:32:00,-6.263879389,53.35145831,2,0,,20.5,72,6.0032
,FALSE,30,16,14,OPEN,11-09-2021,18:32:00,-6.265408248,53.34110643,2,0,,20.5,72,6.0032
,TRUE,30,1,29,OPEN,11-09-2021,19:32:00,-6.265803874,53.34514581,2,0,,20.5,72,16.9979
,TRUE,20,20,0,OPEN,11-09-2021,19:32:00,-6.265716702,53.34523708,2,0,,19.68,77,15.0013
,FALSE,33,32,1,OPEN,12-09-2021,19:32:00,-6.26422137,53.34497847,2,0,,19.68,77,11.0014
,FALSE,40,37,3,OPEN,12-09-2021,19:32:00,-6.251496971,53.33775535,2,0,,18.86,82,8.9981
,FALSE,40,38,2,OPEN,12-09-2021,19:32:00,-6.266094893,53.35038881,2,0,,19.68,82,8.9981
,FALSE,20,15,5,OPEN,12-09-2021,19:32:00,-6.280289143,53.3472354,2,1,,19.68,82,11.0014
,TRUE,30,26,4,OPEN,12-09-2021,19:32:00,-6.250061989,53.33728289,2,1,,19.68,82,16.9979
,TRUE,30,1,29,OPEN,12-09-2021,19:32:00,-6.247862577,53.33837834,2,1,,18.86,88,15.0013
,FALSE,32,24,8,OPEN,12-09-2021,19:32:00,-6.252391487,53.33794353,2,1,,18.86,82,12.998
,FALSE,40,24,16,OPEN,12-09-2021,19:32:00,-6.253306121,53.3381221,2,1,,18.04,82,11.0014
,FALSE,30,17,13,OPEN,12-09-2021,19:32:00,-6.261253506,53.33945615,2,1,,18.04,77,11.0014
,TRUE,30,9,21,OPEN,12-09-2021,19:32:00,-6.261083186,53.33967315,2,1,,17.22,82,12.998
,FALSE,40,23,17,OPEN,12-09-2021,19:32:00,-6.25698477,53.33909421,2,1,,18.04,72,12.998
,FALSE,20,11,8,OPEN,12-09-2021,19:32:00,-6.261006743,53.33977164,2,1,,18.04,62,15.0013
,TRUE,40,37,3,OPEN,12-09-2021,19:32:00,-6.266705096,53.34502571,2,1,,18.86,47,19.0012
,FALSE,30,20,10,OPEN,12-09-2021,19:32:00,-6.249659657,53.34338438,2,1,,20.5,36,39.0007
,TRUE,30,0,30,OPEN,12-09-2021,19:32:00,-6.280277073,53.34703925,2,1,,19.68,31,39.0007
,FALSE,40,38,2,OPEN,12-09-2021,19:32:00,-6.2667346,53.34885416,2,1,,19.68,33,35.0008
,FALSE,30,24,6,OPEN,12-09-2021,19:32:00,-6.260680854,53.34570624,2,1,,19.68,29,46.0022
,TRUE,40,39,1,OPEN,12-09-2021,19:32:00,-6.26025036,53.34573587,2,1,,19.68,33,30.0026
,FALSE,30,11,19,OPEN,12-09-2021,19:32:00,-6.259184182,53.34787667,2,1,,19.68,29,40.9973
,TRUE,38,14,24,OPEN,12-09-2021,19:32:00,-6.26599431,53.34688074,2,1,,19.68,25,43.0006
,FALSE,30,15,15,OPEN,12-09-2021,19:32:00,-6.255045533,53.3514511,2,1,,18.86,24,30.0026
Aungier street; outside queen beauty salon,FALSE,40,40,0,OPEN,12-09-2021,19:32:00,-6.265783757,53.34033214,2,1,,18.04,26,30.0026
"Parnell street, outside Paddy Powers",FALSE,30,30,0,OPEN,12-09-2021,19:32:00,-6.264296472,53.35105325,2,1,,17.22,24,23.9994
,FALSE,20,20,0,OPEN,12-09-2021,19:32:00,-6.268185675,53.3447647,2,1,,16.4,26,35.0008
,FALSE,30,14,16,OPEN,13-09-2021,19:32:00,-6.265089065,53.33518961,2,1,,15.58,25,32.9975
O'Connell Street outside the Gresham hotel,TRUE,40,40,0,OPEN,13-09-2021,19:32:00,-6.260890067,53.35171207,2,1,,14.76,25,23.9994
Exchequer Street,FALSE,31,1,30,OPEN,13-09-2021,19:32:00,-6.262542307,53.34309454,2,1,,13.94,25,35.0008
,FALSE,35,16,19,OPEN,13-09-2021,19:32:00,-6.263363063,53.34307372,2,1,,13.12,26,35.0008
Excheqer Street,TRUE,40,21,19,OPEN,13-09-2021,19:32:00,-6.263764054,53.34312737,2,1,,12.3,26,31.0009
,FALSE,30,26,4,OPEN,13-09-2021,19:32:00,-6.262097061,53.34388319,2,1,,10.66,30,19.9995
,FALSE,30,30,0,OPEN,13-09-2021,19:32:00,-6.267238855,53.34506734,2,1,,10.66,30,22.0028
,FALSE,24,15,9,OPEN,13-09-2021,19:32:00,-6.278563142,53.3483386,2,1,,9.84,32,23.9994
,FALSE,40,40,0,OPEN,13-09-2021,19:32:00,-6.266171336,53.34736029,2,1,,9.02,37,19.0012
,FALSE,36,36,0,OPEN,13-09-2021,19:32:00,-6.251912713,53.33381458,2,1,,9.02,37,12.998
,FALSE,40,40,0,OPEN,13-09-2021,19:32:00,-6.277897954,53.34931769,2,1,,9.02,37,12.998
,FALSE,40,30,10,OPEN,13-09-2021,19:32:00,-6.26231432,53.34803598,2,1,,9.02,37,19.9995
,TRUE,40,34,6,OPEN,13-09-2021,19:32:00,-6.259095669,53.34103037,2,1,,9.84,38,12.998
,TRUE,25,25,0,OPEN,13-09-2021,19:32:00,-6.256929785,53.34124416,2,1,,10.66,35,15.0013
,FALSE,29,12,17,OPEN,13-09-2021,19:32:00,-6.249551028,53.34355492,2,1,,12.3,31,11.0014
,FALSE,30,13,17,OPEN,13-09-2021,19:32:00,-6.260042489,53.34838503,2,1,,13.12,31,11.0014
,FALSE,20,5,15,OPEN,13-09-2021,19:32:00,-6.257686168,53.33927598,2,1,,14.76,27,0
,FALSE,40,23,17,OPEN,13-09-2021,19:32:00,-6.264009476,53.34846669,2,1,,16.4,24,8.9981
Top of Parnell square east.,FALSE,30,30,0,OPEN,13-09-2021,19:32:00,-6.263313442,53.35443291,2,1,,17.22,20,0
Bresford Place beside Liberty Hall and bus eireann bus stop,TRUE,29,7,22,OPEN,13-09-2021,19:32:00,-6.255112588,53.3487581,2,1,,17.22,20,0
Ovoca,FALSE,30,20,5,OPEN,13-09-2021,19:32:00,-6.272549629,53.33352788,2,1,,18.04,16,0
Hawkins street,FALSE,40,34,6,OPEN,13-09-2021,19:32:00,-6.257003546,53.34618021,2,1,,17.22,17,6.0032
Cumberland street North outside nam thanh supermarket,FALSE,40,2,38,OPEN,13-09-2021,19:32:00,-6.258065701,53.35383416,2,1,,17.22,17,0
"Clarendon street, across from BT",FALSE,40,38,2,OPEN,13-09-2021,19:32:00,-6.260721087,53.34278548,2,1,,17.22,17,6.0032
Store street outside Bus Eireann,TRUE,40,37,3,OPEN,14-09-2021,19:32:00,-6.251509041,53.34995172,2,1,,14.76,37,11.0014
North Frederick street outside Lady beauty Parlour,FALSE,40,39,1,OPEN,14-09-2021,19:32:00,-6.264576763,53.35554873,2,1,,14.76,37,8.9981
"South George's street, outside laser dvd",TRUE,40,39,1,OPEN,14-09-2021,19:32:00,-6.2644279,53.34248363,2,1,,14.76,37,12.998
Georges dock outside Ely chq,FALSE,30,19,11,OPEN,14-09-2021,19:32:00,-6.248142868,53.34945698,2,1,,14.76,40,19.0012
Smithfield near luas station,FALSE,30,7,23,OPEN,14-09-2021,19:32:00,-6.278260052,53.3472354,2,1,,14.76,46,19.9995
St James hospital,FALSE,40,40,0,OPEN,14-09-2021,19:32:00,-6.292752028,53.34093668,2,1,,13.94,49,19.9995
Brooksfield road outside mace,FALSE,30,7,23,OPEN,14-09-2021,19:32:00,-6.300144196,53.33877552,2,1,,13.94,42,22.0028
Back of fleet street car park,FALSE,20,3,17,OPEN,14-09-2021,19:32:00,-6.26120358,53.34525232,2,1,,14.76,43,19.9995
Tara street,FALSE,20,2,18,OPEN,14-09-2021,19:32:00,-6.255120635,53.3473715,2,1,,14.76,43,19.9995
Bottom of Westmoreland street,FALSE,30,24,6,OPEN,14-09-2021,19:32:00,-6.249292195,53.34397447,2,1,,14.76,46,23.9994
D'Oliver street,FALSE,22,11,11,OPEN,14-09-2021,19:32:00,-6.258726865,53.34672142,2,1,,14.76,46,22.0028
Top of Capel Street,FALSE,38,16,22,OPEN,14-09-2021,19:32:00,,,2,1,,15.58,46,23.9994
Swift Row,TRUE,40,33,7,OPEN,14-09-2021,19:32:00,,,2,1,,16.4,43,30.0026
Bride Road,FALSE,27,27,0,OPEN,14-09-2021,19:32:00,,,2,1,,18.86,41,27.9993
Luke Street,FALSE,40,40,0,OPEN,14-09-2021,19:32:00,,,2,1,,20.5,42,26.0027
Francis Street at Thomas Street end,FALSE,30,30,0,OPEN,14-09-2021,19:32:00,,,2,1,,22.14,39,23.9994
Exchange Street Upper,FALSE,40,13,27,OPEN,14-09-2021,19:32:00,,,2,1,,22.96,43,22.0028
Charlemont Street ,TRUE,30,23,7,OPEN,14-09-2021,19:32:00,,,2,1,,25.42,38,23.9994
Clanbrassil St north of Fumbally Lane,FALSE,20,19,1,OPEN,14-09-2021,19:32:00,,,2,1,,25.42,41,19.9995
Clanbrassil St south of Fumbally Lane,TRUE,40,6,34,OPEN,14-09-2021,19:32:00,,,2,1,,25.42,43,6.0032
Mary Street east of Jervis Lane Lower,FALSE,40,28,12,OPEN,14-09-2021,19:32:00,,,2,1,,24.6,60,15.0013
Thomas Davis Street South at Francis St end,FALSE,36,33,3,OPEN,14-09-2021,19:32:00,,,2,1,,24.6,60,15.0013
Ryders Row,TRUE,40,29,11,OPEN,14-09-2021,19:32:00,,,2,1,,24.6,56,12.998
St Andrews Street,FALSE,40,0,40,OPEN,14-09-2021,19:32:00,,,2,1,,24.6,56,19.9995
Dame Court,FALSE,20,3,16,OPEN,15-09-2021,19:32:00,,,2,1,,23.78,60,16.9979
Barrow Street,FALSE,40,27,13,OPEN,15-09-2021,19:32:00,,,2,1,,22.96,64,8.9981
Ringsend Road,FALSE,40,40,0,OPEN,15-09-2021,19:32:00,,,2,1,,22.14,68,8.9981
Capel Street,FALSE,20,15,5,OPEN,15-09-2021,19:32:00,,,2,1,,22.14,68,12.998
Green Street,FALSE,30,10,20,OPEN,15-09-2021,19:32:00,,,2,1,,22.96,60,8.9981
Dorset Street Lower,FALSE,40,36,4,OPEN,15-09-2021,19:32:00,,,2,1,,24.6,28,19.9995
Blessington Street,TRUE,20,12,8,OPEN,15-09-2021,19:32:00,,,2,1,,23.78,28,16.9979
King Street North,TRUE,40,27,13,OPEN,15-09-2021,19:32:00,,,2,1,,21.32,36,16.9979
Francis Street,TRUE,40,36,4,OPEN,15-09-2021,19:32:00,,,2,1,,20.5,45,15.0013
Patrick Street,TRUE,20,17,3,OPEN,15-09-2021,19:32:00,,,2,1,,18.86,59,16.9979
Moore Street,TRUE,40,40,0,OPEN,15-09-2021,19:32:00,,,2,1,,18.86,51,23.9994
Moore Street,FALSE,16,14,2,OPEN,15-09-2021,19:32:00,,,2,1,,18.86,47,27.9993
Moore Street,TRUE,38,2,36,OPEN,15-09-2021,19:32:00,,,2,1,,19.68,48,27.9993
Bellevue,FALSE,30,0,0,CLOSED,15-09-2021,19:32:00,,,2,1,,18.86,47,30.0026
Golden Lane,TRUE,16,0,16,OPEN,15-09-2021,19:32:00,,,2,1,,20.5,45,27.9993
St. Stephens Green South,FALSE,25,0,25,OPEN,15-09-2021,19:32:00,,,2,1,,20.5,42,32.9975
St. Stephens Green West,FALSE,20,6,14,OPEN,15-09-2021,19:32:00,,,2,1,,18.86,44,22.0028
Kevin Street Lower,TRUE,40,6,34,OPEN,15-09-2021,19:32:00,,,2,1,,20.5,42,23.9994
Richmond Street South,FALSE,29,23,6,OPEN,15-09-2021,19:32:00,,,2,1,,21.32,39,23.9994
Richmond Street South,TRUE,35,14,21,OPEN,15-09-2021,19:32:00,,,2,1,,21.32,36,22.0028
Pleasents Street,TRUE,40,37,3,OPEN,15-09-2021,19:32:00,,,2,1,,21.32,38,26.0027
Oliver Bond Street,TRUE,23,0,23,OPEN,15-09-2021,19:32:00,,,2,1,,20.5,39,19.9995
Causeway Road,FALSE,30,20,10,OPEN,15-09-2021,19:32:00,,,2,1,,19.68,39,19.0012
Griffith Avenue,TRUE,40,38,2,OPEN,15-09-2021,19:32:00,,,2,1,,18.86,38,19.9995
Eden Quay,FALSE,23,23,0,OPEN,16-09-2021,19:32:00,,,2,1,,18.04,44,19.0012
Jervis Street 1,FALSE,40,19,21,OPEN,16-09-2021,19:32:00,,,2,1,,17.22,44,19.0012
Jervis Street 2,FALSE,20,20,0,OPEN,16-09-2021,19:32:00,,,2,1,,17.22,47,19.9995
Store Street,FALSE,20,9,11,OPEN,16-09-2021,19:32:00,,,2,1,,16.4,47,19.9995
North Circular Road,TRUE,21,2,19,OPEN,16-09-2021,19:32:00,,,2,1,,15.58,50,19.0012
North Circular Road,TRUE,29,7,22,OPEN,16-09-2021,19:32:00,,,2,1,,14.76,53,19.9995
Philbsborough Road/Connaught St,FALSE,40,40,0,OPEN,16-09-2021,19:32:00,,,2,1,,13.94,61,8.9981
Cardiff Lane,FALSE,30,26,4,OPEN,16-09-2021,19:32:00,,,2,1,,13.94,53,6.0032
Redstables Market,TRUE,20,18,2,OPEN,16-09-2021,19:32:00,,,2,1,,13.12,61,6.0032
Marks Alley West,FALSE,40,21,19,OPEN,16-09-2021,19:32:00,,,2,1,,13.12,57,8.9981
Carman's Hall at Francis Street,FALSE,40,3,37,OPEN,16-09-2021,19:32:00,,,2,1,,13.12,57,11.0014
Carman's Hall at Meath Street,FALSE,30,11,18,OPEN,16-09-2021,19:32:00,,,2,1,,13.12,66,11.0014
Dean Street,FALSE,30,9,21,OPEN,16-09-2021,19:32:00,,,2,1,,13.94,57,11.0014
Thomas Street,TRUE,30,5,25,OPEN,16-09-2021,20:32:00,,,2,1,,14.76,57,7.0015
Augustine Street West at Cornmarket,TRUE,20,19,1,OPEN,16-09-2021,20:32:00,,,2,1,,14.76,53,0
North Wall Quay ,FALSE,33,29,4,OPEN,16-09-2021,20:32:00,,,2,1,,15.58,54,0
Northern Campshires,FALSE,40,31,9,OPEN,16-09-2021,20:32:00,,,2,1,,16.4,50,0
Washington Street,FALSE,40,38,2,OPEN,16-09-2021,20:32:00,,,2,1,,16.4,54,0
Greenville Terrace,FALSE,20,13,7,OPEN,16-09-2021,20:32:00,,,2,1,,17.22,54,0
North Circular Road Opposite Library,TRUE,30,21,9,OPEN,16-09-2021,20:32:00,,,2,1,,16.4,62,19.0012
North Circular Road West of Berkeley Road,TRUE,30,3,27,OPEN,16-09-2021,20:32:00,,,2,1,,16.4,62,15.0013
Goldsmith Street Westside,FALSE,32,21,11,OPEN,16-09-2021,20:32:00,,,2,1,,17.22,54,12.998
Phibsborough Road outside Doyles Bar,FALSE,40,35,5,OPEN,16-09-2021,20:32:00,,,2,1,,16.4,62,15.0013
Phibsborough Road Westside at Thunders Bakery,FALSE,30,20,10,OPEN,16-09-2021,20:32:00,,,2,1,,16.4,62,11.0014
Phibsborough Road Eastside south of NCR at AIB,TRUE,30,8,22,OPEN,17-09-2021,20:32:00,,,2,1,,15.58,66,8.9981
Phibsborough Road Eastside at Rothar,FALSE,40,22,18,OPEN,17-09-2021,20:32:00,,,2,1,,14.76,71,11.0014
North Circular Road east of Phibsborough Rd at Doyles,FALSE,20,15,4,OPEN,17-09-2021,20:32:00,,,2,1,,14.76,71,0
 Stoney Batter eastside outside Centra,TRUE,40,39,1,OPEN,17-09-2021,20:32:00,,,2,0,,15.58,82,12.998
Manor Street eastside at Grants,FALSE,30,9,21,OPEN,17-09-2021,20:32:00,,,2,0,,16.4,76,12.998
Manor Street eastside outside No. 3,TRUE,30,1,29,OPEN,17-09-2021,20:32:00,,,2,0,,17.22,77,16.9979
Manor Street westside,FALSE,40,40,0,OPEN,17-09-2021,20:32:00,,,2,0,,16.4,82,16.9979
Stephen Street Lower,FALSE,30,23,7,OPEN,17-09-2021,20:32:00,,,2,0,,17.22,77,27.9993
"York Street, southside at Bright Wash",TRUE,40,40,0,OPEN,17-09-2021,20:32:00,,,2,0,,16.4,82,15.0013
Patrick Street ,FALSE,30,10,20,OPEN,17-09-2021,20:32:00,,,2,0,,14.76,87,11.0014
Bishop Street,TRUE,38,17,21,OPEN,17-09-2021,20:32:00,,,2,0,,14.76,87,11.0014
Cuffe Street,FALSE,30,12,18,OPEN,17-09-2021,20:32:00,,,2,0,,14.76,87,12.998
Holles Street,FALSE,40,40,0,OPEN,17-09-2021,20:32:00,,,2,0,,16.4,76,12.998
Pearse Street outside subway,FALSE,30,28,2,OPEN,17-09-2021,20:32:00,,,2,0,,16.4,76,8.9981
Pearse Street outside Trinity Business,FALSE,20,19,1,OPEN,17-09-2021,20:32:00,,,2,0,,18.86,72,8.9981
Parkgate Street outside Nancy Hands,FALSE,30,8,22,OPEN,17-09-2021,20:32:00,,,2,0,,19.68,67,0
Parkgate Street outside Westbrook Motors,TRUE,40,40,0,OPEN,17-09-2021,20:32:00,,,2,0,,22.14,60,8.9981
Blackhall Place,FALSE,31,0,31,OPEN,17-09-2021,20:32:00,,,2,0,,20.5,63,16.9979
Haymarket,FALSE,35,18,17,OPEN,17-09-2021,20:32:00,,,2,0,,21.32,59,19.0012
Coke Lane,TRUE,40,23,17,OPEN,17-09-2021,20:32:00,,,2,0,,20.5,63,19.9995
Baggot Street Lower at James Street East (Bank of Ireland),FALSE,30,28,2,OPEN,17-09-2021,20:32:00,,,2,0,,19.68,67,27.9993
Baggot Street Lower west of Pembroke St Lower,FALSE,30,30,0,OPEN,17-09-2021,20:32:00,,,2,0,,18.04,72,31.0009
"Wilton Terrace, at junction with Wilton Place",FALSE,24,10,14,OPEN,17-09-2021,20:32:00,,,2,0,,17.22,71,30.0026
Mount Street Lower outside No 33,FALSE,40,38,2,OPEN,17-09-2021,20:32:00,,,2,0,,16.4,71,22.0028
"Herbert Street, south of Convent Close",FALSE,36,32,4,OPEN,18-09-2021,20:32:00,,,2,0,,16.4,71,22.0028
Sir John Rogerson's Quay east of Cardiff Lane,FALSE,40,40,0,OPEN,18-09-2021,20:32:00,,,2,0,,15.58,71,16.9979
"Whitefriar Street, eastside south of Golden Lane",FALSE,40,38,2,OPEN,18-09-2021,20:32:00,,,2,0,,14.76,76,19.0012
Merrion Square North opposite No.6,TRUE,40,38,2,OPEN,18-09-2021,20:32:00,,,2,1,,19.68,67,7.0015
"Fenian Street ,northside  east of Bass Place",TRUE,25,25,0,OPEN,18-09-2021,20:32:00,,,2,1,,18.86,82,12.998
"Adelaide Road , northside outside Eye and Ear Hospital",FALSE,29,13,16,OPEN,18-09-2021,20:32:00,,,2,1,,18.04,88,12.998
"Ailesbury Road, northside, west of Merlyn Park",FALSE,30,8,22,OPEN,18-09-2021,20:32:00,,,2,1,,18.04,88,7.0015
"Strand Road Car Park, opposite No.9 Adelaide Mews",FALSE,20,5,15,OPEN,18-09-2021,20:32:00,,,2,1,,17.22,94,7.0015
"Sandymout Village, eastside opposite No .95",FALSE,40,40,0,OPEN,18-09-2021,20:32:00,,,2,1,,17.22,94,0
"Sandymout Village, westside outsideNo .95",FALSE,30,26,4,OPEN,18-09-2021,20:32:00,,,2,1,,17.22,88,0
"Tudor Road, westside opposite Cowper Gardens ",TRUE,29,5,24,OPEN,18-09-2021,20:32:00,,,2,1,,17.22,94,0
"Pine Road, northeastern corner at Ringsend Park",FALSE,30,19,6,OPEN,18-09-2021,20:32:00,,,2,1,,18.04,94,0
"Fitzwilliam Street westside, north of Bridge Street",FALSE,40,34,6,OPEN,18-09-2021,20:32:00,,,2,1,,18.86,88,6.0032
Ormond Quay Upper northside outside No.31-36,FALSE,40,7,33,OPEN,18-09-2021,20:32:00,,,2,1,,20.5,77,12.998
Ormond Quay Upper northside outside No. 20,FALSE,40,39,1,OPEN,18-09-2021,20:32:00,,,2,1,,22.14,68,11.0014
"Mary Street, southside east of Capel Street",TRUE,40,38,2,OPEN,18-09-2021,20:32:00,,,2,1,,23.78,53,12.998
"Yarnhall Street,  northside west of Bolton Street",FALSE,40,40,0,OPEN,18-09-2021,20:32:00,,,2,1,,25.42,43,12.998
Parnell Square West south of entrance to Rotunda Hospital,TRUE,40,40,0,OPEN,18-09-2021,20:32:00,,,2,1,,26.24,44,15.0013
Parnell Square North opposite No. 18,FALSE,30,18,12,OPEN,18-09-2021,20:32:00,,,2,1,,26.24,47,12.998
"Beresford Lane, northside west of Gardiner Street Lower",FALSE,30,2,28,OPEN,18-09-2021,20:32:00,,,2,1,,27.06,44,12.998
